Name,Birthday,Height,Weight,Season,Team Name,Team Short Name,Preferred Foot,Appearances in Starting XI,Goals,Nationality,Transfer Value,Wage,PlayerPhoto,ClubLogo
Chris Brunt, 14 December 1984,187 cm,187 lbs,2011/2012,West Bromwich Albion,WBA,Left,25,2,Northern Ireland,€5M,€57K,https://cdn.sofifa.org/1x/18/players/52306.png,https://cdn.sofifa.org/1x/18/teams/109.png
Chris Brunt, 14 December 1984,187 cm,187 lbs,2012/2013,West Bromwich Albion,WBA,Left,23,2,Northern Ireland,€5M,€57K,https://cdn.sofifa.org/1x/18/players/52306.png,https://cdn.sofifa.org/1x/18/teams/109.png
Chris Brunt, 14 December 1984,187 cm,187 lbs,2013/2014,West Bromwich Albion,WBA,Left,25,3,Northern Ireland,€5M,€57K,https://cdn.sofifa.org/1x/18/players/52306.png,https://cdn.sofifa.org/1x/18/teams/109.png
Chris Brunt, 14 December 1984,187 cm,187 lbs,2014/2015,West Bromwich Albion,WBA,Left,33,2,Northern Ireland,€5M,€57K,https://cdn.sofifa.org/1x/18/players/52306.png,https://cdn.sofifa.org/1x/18/teams/109.png
Chris Brunt, 14 December 1984,187 cm,187 lbs,2015/2016,West Bromwich Albion,WBA,Left,20,0,Northern Ireland,€5M,€57K,https://cdn.sofifa.org/1x/18/players/52306.png,https://cdn.sofifa.org/1x/18/teams/109.png
Craig Cathcart, 6 February 1989,187 cm,161 lbs,2015/2016,Watford,WAT,Right,34,1,Northern Ireland,€3.2M,€46K,https://cdn.sofifa.org/1x/18/players/180706.png,https://cdn.sofifa.org/1x/18/teams/1795.png
Gareth McAuley, 5 December 1979,195 cm,196 lbs,2011/2012,West Bromwich Albion,WBA,Right,32,2,Northern Ireland,€1.2M,€44K,https://cdn.sofifa.org/1x/18/players/109852.png,https://cdn.sofifa.org/1x/18/teams/109.png
Gareth McAuley, 5 December 1979,195 cm,196 lbs,2012/2013,West Bromwich Albion,WBA,Right,36,3,Northern Ireland,€1.2M,€44K,https://cdn.sofifa.org/1x/18/players/109852.png,https://cdn.sofifa.org/1x/18/teams/109.png
Gareth McAuley, 5 December 1979,195 cm,196 lbs,2013/2014,West Bromwich Albion,WBA,Right,32,2,Northern Ireland,€1.2M,€44K,https://cdn.sofifa.org/1x/18/players/109852.png,https://cdn.sofifa.org/1x/18/teams/109.png
Gareth McAuley, 5 December 1979,195 cm,196 lbs,2014/2015,West Bromwich Albion,WBA,Right,24,1,Northern Ireland,€1.2M,€44K,https://cdn.sofifa.org/1x/18/players/109852.png,https://cdn.sofifa.org/1x/18/teams/109.png
Gareth McAuley, 5 December 1979,195 cm,196 lbs,2015/2016,West Bromwich Albion,WBA,Right,34,1,Northern Ireland,€1.2M,€44K,https://cdn.sofifa.org/1x/18/players/109852.png,https://cdn.sofifa.org/1x/18/teams/109.png
Jonny Evans, 2 January 1988,187 cm,170 lbs,2015/2016,West Bromwich Albion,WBA,Right,30,1,Northern Ireland,€10M,€78K,https://cdn.sofifa.org/1x/18/players/169588.png,https://cdn.sofifa.org/1x/18/teams/109.png
Jonny Evans, 2 January 1988,187 cm,170 lbs,2011/2012,Manchester United,MUN,Right,28,1,Northern Ireland,€10M,€78K,https://cdn.sofifa.org/1x/18/players/169588.png,https://cdn.sofifa.org/1x/18/teams/11.png
Jonny Evans, 2 January 1988,187 cm,170 lbs,2012/2013,Manchester United,MUN,Right,21,3,Northern Ireland,€10M,€78K,https://cdn.sofifa.org/1x/18/players/169588.png,https://cdn.sofifa.org/1x/18/teams/11.png
Jonny Evans, 2 January 1988,187 cm,170 lbs,2013/2014,Manchester United,MUN,Right,17,0,Northern Ireland,€10M,€78K,https://cdn.sofifa.org/1x/18/players/169588.png,https://cdn.sofifa.org/1x/18/teams/11.png
Jonny Evans, 2 January 1988,187 cm,170 lbs,2014/2015,Manchester United,MUN,Right,12,0,Northern Ireland,€10M,€78K,https://cdn.sofifa.org/1x/18/players/169588.png,https://cdn.sofifa.org/1x/18/teams/11.png
Lee Camp, 22 August 1984,182 cm,163 lbs,2012/2013,Norwich City,NOR,Right,1,0,Northern Ireland,€1M,€15K,https://cdn.sofifa.org/1x/18/players/53736.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Patrick McNair, 27 April 1995,182 cm,159 lbs,2014/2015,Manchester United,MUN,Right,12,0,Northern Ireland,€4.2M,€7K,https://cdn.sofifa.org/1x/18/players/213697.png,https://cdn.sofifa.org/1x/18/teams/11.png
Patrick McNair, 27 April 1995,182 cm,159 lbs,2015/2016,Manchester United,MUN,Right,3,0,Northern Ireland,€4.2M,€7K,https://cdn.sofifa.org/1x/18/players/213697.png,https://cdn.sofifa.org/1x/18/teams/11.png
Roger Johnson, 28 April 1983,190 cm,172 lbs,2011/2012,Wolverhampton,WOL,Right,26,0,Northern Ireland,€90K,€1K,https://cdn.sofifa.org/1x/18/players/220956.png,https://cdn.sofifa.org/1x/18/teams/110.png
Roger Johnson, 28 April 1983,190 cm,172 lbs,2013/2014,West Ham United,WHU,Right,2,0,Northern Ireland,€90K,€1K,https://cdn.sofifa.org/1x/18/players/220956.png,https://cdn.sofifa.org/1x/18/teams/19.png
Shane Ferguson, 12 July 1991,175 cm,146 lbs,2012/2013,Newcastle United,NEW,Left,4,0,Northern Ireland,€650K,€10K,https://cdn.sofifa.org/1x/18/players/192624.png,https://cdn.sofifa.org/1x/18/teams/13.png
Steven Davis, 1 January 1985,172 cm,159 lbs,2012/2013,Southampton,SOU,Right,22,2,Northern Ireland,€6.5M,€79K,https://cdn.sofifa.org/1x/18/players/151508.png,https://cdn.sofifa.org/1x/18/teams/17.png
Steven Davis, 1 January 1985,172 cm,159 lbs,2013/2014,Southampton,SOU,Right,28,2,Northern Ireland,€6.5M,€79K,https://cdn.sofifa.org/1x/18/players/151508.png,https://cdn.sofifa.org/1x/18/teams/17.png
Steven Davis, 1 January 1985,172 cm,159 lbs,2014/2015,Southampton,SOU,Right,32,0,Northern Ireland,€6.5M,€79K,https://cdn.sofifa.org/1x/18/players/151508.png,https://cdn.sofifa.org/1x/18/teams/17.png
Steven Davis, 1 January 1985,172 cm,159 lbs,2015/2016,Southampton,SOU,Right,31,5,Northern Ireland,€6.5M,€79K,https://cdn.sofifa.org/1x/18/players/151508.png,https://cdn.sofifa.org/1x/18/teams/17.png
Alexander Tettey, 4 April 1986,180 cm,150 lbs,2012/2013,Norwich City,NOR,Right,21,0,Norway,€2.1M,€23K,https://cdn.sofifa.org/1x/18/players/152567.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Alexander Tettey, 4 April 1986,180 cm,150 lbs,2013/2014,Norwich City,NOR,Right,17,1,Norway,€2.1M,€23K,https://cdn.sofifa.org/1x/18/players/152567.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Alexander Tettey, 4 April 1986,180 cm,150 lbs,2015/2016,Norwich City,NOR,Right,23,2,Norway,€2.1M,€23K,https://cdn.sofifa.org/1x/18/players/152567.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Fredrik Ulvestad, 19 May 1992,182 cm,174 lbs,2014/2015,Burnley,BUR,Right,1,0,Norway,€800K,€13K,https://cdn.sofifa.org/1x/18/players/194149.png,https://cdn.sofifa.org/1x/18/teams/1796.png
Jonathan Parr, 21 October 1988,182 cm,165 lbs,2013/2014,Crystal Palace,CRY,Left,7,0,Norway,€700K,€3K,https://cdn.sofifa.org/1x/18/players/170472.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Ali Al-Habsi, 30 December 1981,193 cm,174 lbs,2011/2012,Wigan Athletic,WIG,Right,38,0,Oman,€950K,€17K,https://cdn.sofifa.org/1x/18/players/148684.png,https://cdn.sofifa.org/1x/18/teams/1917.png
Ali Al-Habsi, 30 December 1981,193 cm,174 lbs,2012/2013,Wigan Athletic,WIG,Right,29,0,Oman,€950K,€17K,https://cdn.sofifa.org/1x/18/players/148684.png,https://cdn.sofifa.org/1x/18/teams/1917.png
Artur Boruc, 20 February 1980,193 cm,192 lbs,2012/2013,Southampton,SOU,Right,20,0,Poland,€600K,€32K,https://cdn.sofifa.org/1x/18/players/105846.png,https://cdn.sofifa.org/1x/18/teams/17.png
Artur Boruc, 20 February 1980,193 cm,192 lbs,2013/2014,Southampton,SOU,Right,29,0,Poland,€600K,€32K,https://cdn.sofifa.org/1x/18/players/105846.png,https://cdn.sofifa.org/1x/18/teams/17.png
Artur Boruc, 20 February 1980,193 cm,192 lbs,2015/2016,Bournemouth,BOU,Right,32,0,Poland,€600K,€32K,https://cdn.sofifa.org/1x/18/players/105846.png,https://cdn.sofifa.org/1x/18/teams/1943.png
Aiden McGeady, 4 April 1986,177 cm,157 lbs,2013/2014,Everton,EVE,Right,4,0,Republic of Ireland,€6M,€12K,https://cdn.sofifa.org/1x/18/players/155885.png,https://cdn.sofifa.org/1x/18/teams/7.png
Aiden McGeady, 4 April 1986,177 cm,157 lbs,2014/2015,Everton,EVE,Right,10,1,Republic of Ireland,€6M,€12K,https://cdn.sofifa.org/1x/18/players/155885.png,https://cdn.sofifa.org/1x/18/teams/7.png
Anthony Forde, 16 November 1993,180 cm,181 lbs,2011/2012,Wolverhampton,WOL,Right,3,0,Republic of Ireland,€600K,€3K,https://cdn.sofifa.org/1x/18/players/205582.png,https://cdn.sofifa.org/1x/18/teams/110.png
Anthony Pilkington, 6 June 1988,180 cm,179 lbs,2011/2012,Norwich City,NOR,Right,23,8,Republic of Ireland,€1.8M,€23K,https://cdn.sofifa.org/1x/18/players/179665.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Anthony Pilkington, 6 June 1988,180 cm,179 lbs,2012/2013,Norwich City,NOR,Right,25,5,Republic of Ireland,€1.8M,€23K,https://cdn.sofifa.org/1x/18/players/179665.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Anthony Pilkington, 6 June 1988,180 cm,179 lbs,2013/2014,Norwich City,NOR,Right,10,1,Republic of Ireland,€1.8M,€23K,https://cdn.sofifa.org/1x/18/players/179665.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Ciaran Clark, 26 September 1989,187 cm,168 lbs,2011/2012,Aston Villa,AVL,Left,13,1,Republic of Ireland,€7.5M,€63K,https://cdn.sofifa.org/1x/18/players/183129.png,https://cdn.sofifa.org/1x/18/teams/2.png
Ciaran Clark, 26 September 1989,187 cm,168 lbs,2012/2013,Aston Villa,AVL,Left,28,1,Republic of Ireland,€7.5M,€63K,https://cdn.sofifa.org/1x/18/players/183129.png,https://cdn.sofifa.org/1x/18/teams/2.png
Ciaran Clark, 26 September 1989,187 cm,168 lbs,2013/2014,Aston Villa,AVL,Left,23,0,Republic of Ireland,€7.5M,€63K,https://cdn.sofifa.org/1x/18/players/183129.png,https://cdn.sofifa.org/1x/18/teams/2.png
Ciaran Clark, 26 September 1989,187 cm,168 lbs,2014/2015,Aston Villa,AVL,Left,22,1,Republic of Ireland,€7.5M,€63K,https://cdn.sofifa.org/1x/18/players/183129.png,https://cdn.sofifa.org/1x/18/teams/2.png
Ciaran Clark, 26 September 1989,187 cm,168 lbs,2015/2016,Aston Villa,AVL,Left,16,1,Republic of Ireland,€7.5M,€63K,https://cdn.sofifa.org/1x/18/players/183129.png,https://cdn.sofifa.org/1x/18/teams/2.png
Conor Sammon, 6 November 1986,185 cm,165 lbs,2011/2012,Wigan Athletic,WIG,Right,8,0,Republic of Ireland,€525K,€3K,https://cdn.sofifa.org/1x/18/players/171881.png,https://cdn.sofifa.org/1x/18/teams/1917.png
Damien Delaney, 29 July 1981,190 cm,196 lbs,2013/2014,Crystal Palace,CRY,Left,37,1,Republic of Ireland,€1.3M,€32K,https://cdn.sofifa.org/1x/18/players/159577.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Damien Delaney, 29 July 1981,190 cm,196 lbs,2014/2015,Crystal Palace,CRY,Left,28,0,Republic of Ireland,€1.3M,€32K,https://cdn.sofifa.org/1x/18/players/159577.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Damien Delaney, 29 July 1981,190 cm,196 lbs,2015/2016,Crystal Palace,CRY,Left,32,2,Republic of Ireland,€1.3M,€32K,https://cdn.sofifa.org/1x/18/players/159577.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Danny Murphy, 18 March 1977,175 cm,152 lbs,2011/2012,Fulham,FUL,Right,33,3,Republic of Ireland,€1.6M,€22K,https://cdn.sofifa.org/1x/18/players/149825.png,https://cdn.sofifa.org/1x/18/teams/144.png
Darren Randolph, 12 May 1987,185 cm,176 lbs,2015/2016,West Ham United,WHU,Right,6,0,Republic of Ireland,€2.6M,€14K,https://cdn.sofifa.org/1x/18/players/169697.png,https://cdn.sofifa.org/1x/18/teams/19.png
Darron Gibson, 25 October 1987,180 cm,176 lbs,2011/2012,Everton,EVE,Right,11,1,Republic of Ireland,€3.8M,€12K,https://cdn.sofifa.org/1x/18/players/169590.png,https://cdn.sofifa.org/1x/18/teams/7.png
Darron Gibson, 25 October 1987,180 cm,176 lbs,2012/2013,Everton,EVE,Right,22,1,Republic of Ireland,€3.8M,€12K,https://cdn.sofifa.org/1x/18/players/169590.png,https://cdn.sofifa.org/1x/18/teams/7.png
Darron Gibson, 25 October 1987,180 cm,176 lbs,2014/2015,Everton,EVE,Right,3,0,Republic of Ireland,€3.8M,€12K,https://cdn.sofifa.org/1x/18/players/169590.png,https://cdn.sofifa.org/1x/18/teams/7.png
Darron Gibson, 25 October 1987,180 cm,176 lbs,2015/2016,Everton,EVE,Right,2,0,Republic of Ireland,€3.8M,€12K,https://cdn.sofifa.org/1x/18/players/169590.png,https://cdn.sofifa.org/1x/18/teams/7.png
Darron Gibson, 25 October 1987,180 cm,176 lbs,2011/2012,Manchester United,MUN,Right,1,1,Republic of Ireland,€3.8M,€12K,https://cdn.sofifa.org/1x/18/players/169590.png,https://cdn.sofifa.org/1x/18/teams/11.png
David Meyler, 29 May 1989,187 cm,190 lbs,2011/2012,Sunderland,SUN,Right,1,0,Republic of Ireland,€1.8M,€10K,https://cdn.sofifa.org/1x/18/players/187489.png,https://cdn.sofifa.org/1x/18/teams/106.png
David Meyler, 29 May 1989,187 cm,190 lbs,2013/2014,Hull City,HUL,Right,27,2,Republic of Ireland,€1.8M,€10K,https://cdn.sofifa.org/1x/18/players/187489.png,https://cdn.sofifa.org/1x/18/teams/1952.png
David Meyler, 29 May 1989,187 cm,190 lbs,2014/2015,Hull City,HUL,Right,19,1,Republic of Ireland,€1.8M,€10K,https://cdn.sofifa.org/1x/18/players/187489.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Enda Stevens, 9 July 1990,182 cm,172 lbs,2012/2013,Aston Villa,AVL,Left,6,0,Republic of Ireland,€725K,€23K,https://cdn.sofifa.org/1x/18/players/192546.png,https://cdn.sofifa.org/1x/18/teams/2.png
Eunan O'Kane, 10 July 1990,172 cm,185 lbs,2015/2016,Bournemouth,BOU,Right,6,0,Republic of Ireland,€2.7M,€24K,https://cdn.sofifa.org/1x/18/players/197953.png,https://cdn.sofifa.org/1x/18/teams/1943.png
Glenn Whelan, 13 January 1984,180 cm,176 lbs,2011/2012,Stoke City,STK,Right,27,1,Republic of Ireland,€2.3M,€32K,https://cdn.sofifa.org/1x/18/players/163303.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Glenn Whelan, 13 January 1984,180 cm,176 lbs,2012/2013,Stoke City,STK,Right,31,0,Republic of Ireland,€2.3M,€32K,https://cdn.sofifa.org/1x/18/players/163303.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Glenn Whelan, 13 January 1984,180 cm,176 lbs,2013/2014,Stoke City,STK,Right,28,0,Republic of Ireland,€2.3M,€32K,https://cdn.sofifa.org/1x/18/players/163303.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Glenn Whelan, 13 January 1984,180 cm,176 lbs,2014/2015,Stoke City,STK,Right,26,0,Republic of Ireland,€2.3M,€32K,https://cdn.sofifa.org/1x/18/players/163303.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Glenn Whelan, 13 January 1984,180 cm,176 lbs,2015/2016,Stoke City,STK,Right,37,0,Republic of Ireland,€2.3M,€32K,https://cdn.sofifa.org/1x/18/players/163303.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Harry Arter, 28 December 1989,177 cm,154 lbs,2015/2016,Bournemouth,BOU,Right,21,1,Republic of Ireland,€10M,€66K,https://cdn.sofifa.org/1x/18/players/184469.png,https://cdn.sofifa.org/1x/18/teams/1943.png
James McClean, 22 April 1989,180 cm,154 lbs,2011/2012,Sunderland,SUN,Left,20,5,Republic of Ireland,€5.5M,€60K,https://cdn.sofifa.org/1x/18/players/198489.png,https://cdn.sofifa.org/1x/18/teams/106.png
James McClean, 22 April 1989,180 cm,154 lbs,2012/2013,Sunderland,SUN,Left,24,2,Republic of Ireland,€5.5M,€60K,https://cdn.sofifa.org/1x/18/players/198489.png,https://cdn.sofifa.org/1x/18/teams/106.png
James McClean, 22 April 1989,180 cm,154 lbs,2015/2016,West Bromwich Albion,WBA,Left,28,2,Republic of Ireland,€5.5M,€60K,https://cdn.sofifa.org/1x/18/players/198489.png,https://cdn.sofifa.org/1x/18/teams/109.png
John O'Shea, 30 April 1981,190 cm,185 lbs,2011/2012,Sunderland,SUN,Right,29,0,Republic of Ireland,€550K,€8K,https://cdn.sofifa.org/1x/18/players/3484.png,https://cdn.sofifa.org/1x/18/teams/106.png
John O'Shea, 30 April 1981,190 cm,185 lbs,2012/2013,Sunderland,SUN,Right,34,2,Republic of Ireland,€550K,€8K,https://cdn.sofifa.org/1x/18/players/3484.png,https://cdn.sofifa.org/1x/18/teams/106.png
John O'Shea, 30 April 1981,190 cm,185 lbs,2013/2014,Sunderland,SUN,Right,33,1,Republic of Ireland,€550K,€8K,https://cdn.sofifa.org/1x/18/players/3484.png,https://cdn.sofifa.org/1x/18/teams/106.png
John O'Shea, 30 April 1981,190 cm,185 lbs,2014/2015,Sunderland,SUN,Right,37,0,Republic of Ireland,€550K,€8K,https://cdn.sofifa.org/1x/18/players/3484.png,https://cdn.sofifa.org/1x/18/teams/106.png
John O'Shea, 30 April 1981,190 cm,185 lbs,2015/2016,Sunderland,SUN,Right,23,0,Republic of Ireland,€550K,€8K,https://cdn.sofifa.org/1x/18/players/3484.png,https://cdn.sofifa.org/1x/18/teams/106.png
Jonathan Walters, 20 September 1983,182 cm,174 lbs,2011/2012,Stoke City,STK,Right,38,0,Republic of Ireland,€4.2M,€53K,https://cdn.sofifa.org/1x/18/players/138436.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Jonathan Walters, 20 September 1983,182 cm,174 lbs,2012/2013,Stoke City,STK,Right,38,0,Republic of Ireland,€4.2M,€53K,https://cdn.sofifa.org/1x/18/players/138436.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Jonathan Walters, 20 September 1983,182 cm,174 lbs,2013/2014,Stoke City,STK,Right,27,0,Republic of Ireland,€4.2M,€53K,https://cdn.sofifa.org/1x/18/players/138436.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Jonathan Walters, 20 September 1983,182 cm,174 lbs,2014/2015,Stoke City,STK,Right,28,0,Republic of Ireland,€4.2M,€53K,https://cdn.sofifa.org/1x/18/players/138436.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Jonathan Walters, 20 September 1983,182 cm,174 lbs,2015/2016,Stoke City,STK,Right,18,0,Republic of Ireland,€4.2M,€53K,https://cdn.sofifa.org/1x/18/players/138436.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Kevin Doyle, 18 September 1983,182 cm,179 lbs,2011/2012,Wolverhampton,WOL,Right,26,4,Republic of Ireland,€475K,€6K,https://cdn.sofifa.org/1x/18/players/149667.png,https://cdn.sofifa.org/1x/18/teams/110.png
Kevin Toner, 18 July 1996,180 cm,163 lbs,2015/2016,Aston Villa,AVL,Left,3,0,Republic of Ireland,€425K,€5K,https://cdn.sofifa.org/1x/18/players/225450.png,https://cdn.sofifa.org/1x/18/teams/2.png
Kieren Westwood, 23 October 1984,187 cm,190 lbs,2011/2012,Sunderland,SUN,Left,8,0,Republic of Ireland,€3.8M,€38K,https://cdn.sofifa.org/1x/18/players/172939.png,https://cdn.sofifa.org/1x/18/teams/106.png
Kieren Westwood, 23 October 1984,187 cm,190 lbs,2013/2014,Sunderland,SUN,Left,10,0,Republic of Ireland,€3.8M,€38K,https://cdn.sofifa.org/1x/18/players/172939.png,https://cdn.sofifa.org/1x/18/teams/106.png
Marc Wilson, 17 August 1987,187 cm,176 lbs,2011/2012,Stoke City,STK,Right,35,0,Republic of Ireland,€3.1M,€11K,https://cdn.sofifa.org/1x/18/players/166919.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Marc Wilson, 17 August 1987,187 cm,176 lbs,2012/2013,Stoke City,STK,Right,19,0,Republic of Ireland,€3.1M,€11K,https://cdn.sofifa.org/1x/18/players/166919.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Marc Wilson, 17 August 1987,187 cm,176 lbs,2013/2014,Stoke City,STK,Right,30,0,Republic of Ireland,€3.1M,€11K,https://cdn.sofifa.org/1x/18/players/166919.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Marc Wilson, 17 August 1987,187 cm,176 lbs,2014/2015,Stoke City,STK,Right,25,0,Republic of Ireland,€3.1M,€11K,https://cdn.sofifa.org/1x/18/players/166919.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Marc Wilson, 17 August 1987,187 cm,176 lbs,2015/2016,Stoke City,STK,Right,1,0,Republic of Ireland,€3.1M,€11K,https://cdn.sofifa.org/1x/18/players/166919.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Michael Harriman, 23 October 1992,167 cm,163 lbs,2012/2013,Queens Park Rangers,QPR,Right,1,0,Republic of Ireland,€500K,€4K,https://cdn.sofifa.org/1x/18/players/202533.png,https://cdn.sofifa.org/1x/18/teams/15.png
Owen Garvan, 29 January 1988,182 cm,148 lbs,2013/2014,Crystal Palace,CRY,Left,1,0,Republic of Ireland,€625K,€1K,https://cdn.sofifa.org/1x/18/players/165226.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Paul McShane, 6 January 1986,182 cm,179 lbs,2013/2014,Hull City,HUL,Right,9,0,Republic of Ireland,€2.7M,€31K,https://cdn.sofifa.org/1x/18/players/129566.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Paul McShane, 6 January 1986,182 cm,179 lbs,2014/2015,Hull City,HUL,Right,19,1,Republic of Ireland,€2.7M,€31K,https://cdn.sofifa.org/1x/18/players/129566.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Robert Brady, 14 January 1992,175 cm,152 lbs,2013/2014,Hull City,HUL,Left,11,3,Republic of Ireland,€9.5M,€55K,https://cdn.sofifa.org/1x/18/players/201884.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Robert Brady, 14 January 1992,175 cm,152 lbs,2014/2015,Hull City,HUL,Left,17,0,Republic of Ireland,€9.5M,€55K,https://cdn.sofifa.org/1x/18/players/201884.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Robert Brady, 14 January 1992,175 cm,152 lbs,2015/2016,Norwich City,NOR,Left,34,3,Republic of Ireland,€9.5M,€55K,https://cdn.sofifa.org/1x/18/players/201884.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Robert Elliot, 30 April 1986,187 cm,205 lbs,2012/2013,Newcastle United,NEW,Left,9,0,Republic of Ireland,€1.4M,€30K,https://cdn.sofifa.org/1x/18/players/167931.png,https://cdn.sofifa.org/1x/18/teams/13.png
Robert Elliot, 30 April 1986,187 cm,205 lbs,2013/2014,Newcastle United,NEW,Left,2,0,Republic of Ireland,€1.4M,€30K,https://cdn.sofifa.org/1x/18/players/167931.png,https://cdn.sofifa.org/1x/18/teams/13.png
Robert Elliot, 30 April 1986,187 cm,205 lbs,2014/2015,Newcastle United,NEW,Left,3,0,Republic of Ireland,€1.4M,€30K,https://cdn.sofifa.org/1x/18/players/167931.png,https://cdn.sofifa.org/1x/18/teams/13.png
Robert Elliot, 30 April 1986,187 cm,205 lbs,2015/2016,Newcastle United,NEW,Left,21,0,Republic of Ireland,€1.4M,€30K,https://cdn.sofifa.org/1x/18/players/167931.png,https://cdn.sofifa.org/1x/18/teams/13.png
Seamus Coleman, 11 October 1988,177 cm,170 lbs,2011/2012,Everton,EVE,Right,14,0,Republic of Ireland,€14M,€115K,https://cdn.sofifa.org/1x/18/players/180216.png,https://cdn.sofifa.org/1x/18/teams/7.png
Seamus Coleman, 11 October 1988,177 cm,170 lbs,2012/2013,Everton,EVE,Right,24,0,Republic of Ireland,€14M,€115K,https://cdn.sofifa.org/1x/18/players/180216.png,https://cdn.sofifa.org/1x/18/teams/7.png
